DP02_0064PE,DP02_0061PE,DP02_0065PE,DP02_0062PE,DP02_0063PE,DP02_0060PE,DP02_0059PE,DP05_0077PE,DP05_0078PE,DP05_0080PE,state,zip_code
6.3,33.2,2.2,17.4,6.1,16.8,17.9,17.4,9.6,0.5,42,19601
24.4,19.0,19.2,26.0,5.4,3.3,2.7,74.3,16.5,2.7,22,71105
20.5,33.0,9.1,19.4,12.7,3.9,1.4,94.2,0.7,1.9,42,15024
5.2,31.7,1.8,17.3,7.9,18.7,17.4,27.4,0.4,0.1,48,78368
11.2,32.9,12.6,14.2,14.3,11.7,3.2,88.4,0.2,0.0,36,12192
13.9,31.1,6.5,29.1,10.1,6.6,2.7,72.7,1.4,2.2,06,92040
20.5,19.0,36.6,14.3,8.4,0.0,1.3,91.7,0.0,1.4,36,11739
16.7,28.7,4.9,30.2,12.8,6.0,0.6,63.8,7.5,3.7,08,80915
15.2,33.2,5.9,23.0,16.9,4.2,1.7,93.0,0.0,1.1,27,55932
13.6,35.5,7.5,25.0,4.0,5.4,9.0,67.7,29.7,0.1,28,39653
7.4,38.2,2.0,18.5,7.1,12.1,14.8,62.3,0.3,2.5,40,74937
10.8,38.6,6.3,24.5,7.5,8.5,3.7,65.9,29.1,1.1,05,71602
5.6,40.2,2.6,17.4,5.4,17.3,11.5,67.3,28.2,0.0,22,70554
26.0,20.8,12.4,19.9,10.2,5.1,5.5,61.9,10.1,7.3,27,55423
20.1,28.2,5.5,25.9,15.6,3.8,1.0,95.0,0.6,0.5,55,54017
32.3,19.7,15.4,14.8,7.4,4.1,6.1,21.4,1.2,51.0,06,91775
12.7,43.3,3.1,22.6,13.2,1.8,3.3,97.4,0.9,0.0,19,52772
26.2,10.4,34.0,21.4,6.6,0.8,0.6,28.8,36.5,24.0,48,77054
41.3,9.2,22.5,17.6,7.3,1.1,1.0,82.3,0.9,6.4,08,80126
9.7,32.6,4.2,23.0,9.3,15.4,5.8,51.9,23.9,0.4,28,39350
22.5,14.7,28.6,18.0,6.2,5.5,4.5,49.8,4.1,4.0,35,87106
24.1,30.2,13.7,16.1,9.3,4.2,2.3,89.7,4.4,0.3,09,06712
10.0,25.4,2.8,19.3,7.0,12.1,23.4,33.6,0.0,0.8,53,98857
17.8,28.0,22.2,14.9,9.5,5.2,2.4,90.3,3.5,2.0,36,13617
14.7,42.8,5.2,23.7,6.4,6.4,1.0,99.9,0.0,0.1,23,04010
29.4,21.5,22.0,14.0,5.4,3.3,4.5,43.4,26.5,7.9,34,07052
5.8,40.7,2.4,17.8,5.8,19.7,7.9,61.3,23.8,1.6,12,32424
13.2,32.2,7.4,25.6,13.0,7.1,1.4,74.0,15.8,1.9,12,32796
14.6,30.4,18.6,20.3,8.1,6.3,1.8,91.4,5.1,1.3,36,12037
8.8,40.8,6.1,21.0,7.7,10.9,4.7,69.3,26.3,0.6,51,24531
14.9,30.7,6.7,20.5,12.6,8.6,6.0,65.1,11.2,1.5,12,33470
21.7,41.0,12.7,14.4,4.5,2.7,3.1,73.0,1.0,5.3,34,07442
16.3,30.4,4.1,30.6,10.8,4.9,2.8,83.5,1.9,0.4,17,61020
6.0,37.5,2.5,15.5,4.3,18.0,16.2,25.5,5.9,0.5,42,19604
45.2,8.9,19.6,16.6,6.6,1.5,1.5,79.1,1.0,2.9,06,92109
20.6,22.5,12.8,26.7,13.0,3.3,1.2,87.0,2.2,2.4,12,32563
20.0,25.0,11.8,25.5,7.9,6.3,3.5,64.2,17.4,2.8,19,50321
10.9,38.2,4.7,26.5,9.3,6.6,3.6,88.2,4.2,0.7,26,49036
41.5,10.8,29.4,12.7,3.9,0.9,0.8,54.8,19.5,15.8,13,30339
15.5,27.2,11.9,15.6,7.5,11.7,10.7,29.6,22.7,4.7,36,10701
22.1,34.8,8.6,13.9,9.4,6.5,4.7,52.6,8.5,12.9,34,07064
24.8,33.7,11.1,13.3,12.5,4.6,0.0,89.2,1.1,0.0,36,12419
14.3,36.1,3.5,25.2,16.1,4.1,0.7,96.2,0.0,0.2,19,52645
10.0,25.1,12.3,26.9,6.6,10.1,9.0,51.8,11.9,4.7,48,79401
38.1,12.7,22.6,15.8,8.0,1.5,1.3,80.2,3.7,4.7,53,98136
22.7,28.1,13.3,19.6,11.8,3.2,1.3,91.7,1.8,1.2,25,02360
14.7,36.4,4.4,18.6,7.3,11.7,6.9,50.1,8.6,0.3,42,19611
29.0,24.0,18.9,16.3,9.1,2.0,0.8,95.0,0.0,3.0,34,08802
42.0,9.9,23.2,17.9,4.9,1.5,0.6,64.6,3.1,9.5,48,78749
20.8,23.6,11.0,26.6,6.0,7.7,4.2,58.9,4.6,1.6,48,79413
16.8,29.9,10.4,27.3,10.8,3.2,1.5,94.9,0.6,0.0,26,49097
3.0,35.0,1.3,36.9,21.7,2.1,0.0,92.2,0.0,0.0,37,27965
2.2,37.2,6.7,17.8,5.1,13.9,17.2,91.0,1.8,0.0,21,41647
9.6,43.6,3.6,25.0,10.6,6.2,1.5,89.7,1.5,0.2,17,61813
19.4,37.1,8.5,17.7,11.3,4.2,1.7,89.7,0.2,2.7,42,18447
20.2,22.7,10.2,24.6,8.9,8.2,5.1,67.8,15.4,3.5,37,27215
6.8,47.7,0.0,30.1,0.0,15.3,0.0,97.8,0.0,0.0,29,63941
32.0,13.1,15.8,27.7,8.6,0.7,2.1,57.3,21.6,5.1,48,77069
22.6,32.4,12.1,17.7,6.4,5.8,3.0,75.1,2.7,0.8,34,07506
8.2,34.0,1.4,20.2,5.4,14.9,15.9,15.5,43.1,6.7,13,30297
7.0,40.7,3.7,29.8,6.9,8.4,3.6,65.7,9.2,1.3,08,81226
13.6,47.4,8.5,16.1,9.1,3.1,2.0,94.6,0.2,0.7,42,18615
13.3,37.2,4.1,20.2,8.9,13.5,2.9,72.9,18.3,1.7,01,36582
42.3,0.0,38.5,19.2,0.0,0.0,0.0,73.3,3.7,15.8,55,53706
21.6,29.4,12.5,19.9,9.0,4.3,3.4,85.2,2.3,1.2,34,07860
25.7,22.0,8.2,24.4,15.1,3.5,1.1,88.9,1.4,2.3,27,55024
16.1,38.2,5.5,21.3,11.6,5.6,1.7,88.9,1.3,0.3,34,08722
12.1,39.9,8.3,21.1,9.2,6.8,2.5,92.9,0.2,0.6,26,49727
26.3,27.6,10.6,21.9,9.7,3.0,0.8,92.5,0.4,0.9,23,04039
7.9,42.2,2.9,22.2,5.1,12.4,7.3,60.7,34.7,0.2,22,70427
8.1,55.3,3.0,22.9,2.7,5.0,3.1,94.6,2.2,0.6,47,37134
23.0,29.4,12.6,21.6,5.3,5.0,3.1,65.3,8.5,5.7,22,70006
9.9,53.2,5.8,12.3,9.9,5.0,3.9,98.8,0.2,0.0,42,16668
25.2,17.5,26.3,13.4,4.7,4.1,8.8,63.3,6.6,4.9,36,10543
13.1,43.8,4.3,23.1,5.9,7.5,2.3,93.5,0.6,0.3,29,64016
20.2,21.9,20.1,19.0,3.9,7.2,7.7,14.6,58.4,2.1,11,20011
8.5,39.4,3.9,20.6,3.8,17.6,6.2,27.6,70.6,0.0,28,38635
24.8,26.5,17.0,16.9,9.0,4.7,1.1,92.8,0.8,1.1,25,01913
17.3,33.3,7.7,20.3,11.4,7.3,2.7,92.4,1.9,1.4,39,45103
21.1,30.8,11.0,19.0,10.4,4.7,3.1,86.5,1.5,2.2,25,01085
8.7,42.5,5.4,13.0,2.2,22.2,6.0,87.2,7.1,0.0,22,70549
17.9,26.8,10.3,30.6,5.9,5.6,2.9,55.2,7.9,11.0,32,89011
12.1,41.1,8.2,20.3,6.5,10.9,0.9,90.1,0.2,0.1,39,44010
13.8,35.6,8.3,24.7,8.1,5.8,3.6,66.7,20.4,2.0,24,20678
7.4,44.7,2.7,18.6,7.4,10.9,8.3,65.5,23.1,1.6,01,36445
13.4,36.3,7.1,25.9,13.3,2.6,1.4,95.9,0.0,0.0,20,67422
27.5,20.5,11.1,24.1,14.7,1.4,0.7,92.0,1.2,0.8,37,27959
8.4,44.7,5.1,18.7,5.2,10.8,7.2,90.8,4.5,1.4,47,38372
26.1,18.0,12.3,25.8,12.8,3.8,1.2,69.6,5.7,4.0,08,80922
15.1,30.9,6.0,24.9,9.9,8.4,4.9,70.0,2.5,1.8,48,79118
17.5,25.5,10.7,25.4,7.1,9.6,4.2,14.0,76.5,2.2,01,36116
21.3,26.2,19.2,18.7,7.0,4.9,2.6,86.4,3.2,0.7,34,07764
5.7,45.4,3.3,20.2,16.9,7.7,0.8,100.0,0.0,0.0,24,21557
12.7,31.6,9.9,26.9,11.5,6.1,1.1,37.7,1.0,9.6,15,96778
29.3,17.5,16.3,25.0,7.6,3.7,0.4,89.5,1.7,0.2,49,84318
12.4,44.1,5.0,23.4,11.6,3.2,0.3,96.3,1.0,0.4,26,48436
28.9,19.7,12.3,24.2,9.1,3.6,2.1,60.2,15.6,4.3,48,76063
25.2,27.4,14.0,17.4,8.5,3.0,4.4,75.9,3.9,7.0,34,07840
19.7,33.8,8.3,21.0,7.0,7.3,2.8,75.1,18.5,0.3,29,65101
17.1,27.3,8.4,24.9,11.3,8.0,3.1,78.2,0.1,0.3,48,78063
12.7,31.2,4.5,24.3,10.2,13.0,4.0,77.0,0.0,0.6,04,85939
10.7,36.5,6.7,22.1,4.4,14.0,5.5,95.9,0.0,0.0,18,47145
7.7,27.3,4.2,23.3,10.0,14.0,13.6,32.6,6.1,2.2,06,92583
3.9,31.0,10.1,16.2,6.7,8.3,23.8,99.1,0.0,0.0,21,41776
8.3,33.9,5.6,29.4,8.7,6.8,7.4,70.1,1.4,0.2,41,97383
40.9,10.7,21.6,16.1,8.3,1.2,1.2,76.1,11.4,4.1,37,27614
37.3,8.8,22.7,19.5,7.2,2.4,2.1,56.1,8.5,21.1,48,75035
21.8,28.7,10.3,21.7,12.5,4.2,0.8,84.2,3.3,3.1,12,34684
8.6,40.2,5.8,19.1,7.2,12.2,6.9,66.6,32.0,0.2,22,70444
15.6,36.6,5.4,20.7,10.7,8.0,3.0,92.6,0.4,1.9,33,03867
15.2,30.1,5.2,27.1,12.0,7.9,2.6,41.6,36.4,5.2,12,32244
7.9,35.2,1.9,27.6,6.0,14.6,6.7,48.6,0.0,0.0,40,74644
8.3,42.4,6.8,20.2,13.3,7.0,2.0,95.5,0.7,0.9,36,14733
15.6,37.3,5.1,23.2,13.2,2.9,2.8,94.8,0.3,0.0,27,55917
0.0,54.9,0.0,19.0,0.0,9.9,16.2,100.0,0.0,0.0,47,38589
15.8,34.2,7.3,23.2,9.0,6.8,3.8,86.8,1.1,0.9,12,33875
20.1,24.5,7.5,24.5,8.6,8.1,6.6,22.9,27.5,10.4,48,75052
23.7,27.0,18.7,12.6,14.9,2.1,1.1,91.1,1.8,0.2,36,14543
21.8,27.4,14.2,23.4,6.5,3.9,2.8,82.4,6.9,2.1,12,33484
16.3,39.2,8.4,16.8,10.1,5.9,3.3,85.5,6.6,2.0,42,16510
21.9,53.0,0.0,4.9,0.0,18.0,2.2,27.8,0.0,0.0,48,76041
12.5,42.3,11.0,15.0,6.6,10.6,2.0,84.5,4.9,0.0,48,77871
4.0,52.1,2.0,19.1,7.0,13.2,2.6,96.8,0.2,0.0,13,31543
6.7,29.1,5.2,18.8,6.4,15.4,18.4,44.2,21.0,0.0,26,49043
33.1,17.3,18.3,19.3,8.9,1.7,1.4,92.1,2.4,2.9,39,45039
22.3,18.6,15.9,21.1,8.4,7.1,6.6,52.9,6.8,2.9,04,85014
14.3,39.7,4.3,17.5,5.6,13.0,5.6,83.5,14.1,0.2,54,24701
24.6,24.4,11.1,15.7,7.3,6.3,10.7,8.7,2.0,51.2,06,91801
11.2,28.7,6.6,31.5,10.7,7.7,3.6,84.5,5.2,1.7,37,28570
14.8,34.3,4.9,24.3,7.8,8.5,5.4,66.3,13.3,1.0,37,28110
13.9,31.0,4.8,29.9,13.8,3.8,2.9,90.7,0.0,0.2,38,58324
22.9,19.9,24.0,16.7,4.1,7.2,5.2,69.6,14.0,3.2,51,22902
30.2,28.6,8.1,17.0,14.8,0.9,0.3,96.5,1.2,1.0,55,54942
17.7,32.0,14.6,22.7,7.5,2.6,2.9,94.3,1.5,1.1,55,53818
8.9,33.9,4.0,22.1,12.3,12.2,6.6,55.7,40.6,0.3,45,29812
24.9,19.4,16.8,21.0,11.2,2.9,3.9,26.1,16.8,8.4,12,33029
24.1,20.0,11.0,28.3,7.4,4.3,4.8,78.9,0.9,2.8,49,84321
16.6,32.0,8.1,22.8,6.3,11.3,2.9,14.3,79.2,0.2,13,30337
10.9,40.2,6.9,24.4,10.0,6.4,1.3,96.8,0.0,0.0,55,54428
9.7,38.3,6.9,20.9,6.6,10.5,7.1,83.5,6.7,0.3,21,42066
5.8,41.0,1.9,19.7,7.7,13.6,10.4,95.8,0.8,0.0,39,45101
34.4,11.8,37.1,8.8,4.1,1.6,2.1,77.1,0.7,15.3,36,11030
3.2,41.2,1.4,26.2,12.8,12.7,2.6,3.9,92.6,1.2,26,48205
37.7,7.7,40.7,7.8,3.7,0.4,1.9,59.2,8.1,19.3,09,06103
15.7,26.2,7.2,23.6,10.0,9.8,7.4,57.4,20.4,1.1,37,27330
10.2,44.6,6.3,18.2,8.0,10.9,1.8,95.6,0.7,0.4,42,18446
18.8,29.3,10.8,29.1,5.9,4.5,1.7,7.5,82.9,2.1,24,20735
17.6,36.8,9.0,19.8,9.8,5.3,1.8,96.4,1.7,0.0,23,04358
9.5,38.9,3.5,22.7,9.4,12.0,4.1,83.9,6.5,0.2,18,46221
25.9,19.8,13.5,29.1,7.2,3.6,0.8,42.6,46.9,4.4,47,38016
13.7,32.4,8.6,26.1,9.1,8.4,1.6,96.8,0.0,0.0,17,61054
14.4,22.8,10.2,15.2,5.7,18.1,13.5,10.3,35.3,4.7,36,10035
13.5,32.2,7.7,25.0,9.3,8.6,3.6,61.1,27.4,1.5,13,31525
27.0,23.1,19.2,20.3,5.8,3.1,1.4,75.7,9.7,0.9,40,73131
4.6,51.8,3.8,20.8,6.6,10.0,2.4,93.3,0.1,0.3,39,43331
6.9,43.4,4.7,19.4,9.4,13.8,2.4,35.2,63.4,0.2,45,29479
12.2,27.0,5.1,26.4,10.0,8.3,11.1,41.3,1.1,3.0,06,93292
12.7,44.5,5.9,20.2,4.7,8.5,3.6,93.8,1.3,0.2,29,64735
14.9,31.5,5.4,19.7,12.3,11.0,5.3,93.7,2.3,0.3,37,27041
13.0,27.5,9.0,27.1,11.1,8.1,4.1,60.0,1.1,2.6,06,92399
20.9,32.5,13.1,18.7,7.7,4.5,2.6,82.4,1.1,5.6,36,10312
18.1,32.0,10.9,20.3,4.7,9.4,4.5,90.3,2.5,1.4,36,12125
11.6,37.0,6.5,25.2,10.5,7.0,2.3,91.3,2.9,0.6,26,48446
14.0,39.4,20.4,17.2,3.9,5.3,0.0,58.1,12.8,0.0,51,23347
15.3,43.1,6.1,15.9,8.2,7.3,4.0,97.9,0.1,0.0,23,04986
9.5,38.4,7.6,24.8,6.1,8.4,5.2,52.6,32.5,0.1,48,75638
14.8,32.8,2.6,28.8,9.0,6.9,5.2,73.4,15.6,1.0,22,70032
8.7,41.3,3.5,20.3,7.5,14.2,4.6,77.3,13.5,0.9,18,46953
7.4,40.4,3.9,15.4,6.9,12.3,13.7,94.9,0.4,0.2,47,37329
21.8,22.4,9.9,27.3,8.8,5.4,4.4,46.0,11.9,5.5,48,78664
20.3,38.9,6.8,23.9,5.1,5.1,0.0,91.4,0.7,1.3,06,93527
29.6,15.0,15.1,21.4,9.8,4.4,4.8,27.5,4.3,46.5,06,92126
23.5,22.4,10.3,28.1,8.7,4.5,2.5,55.9,18.9,7.8,40,73132
22.9,25.6,11.1,18.8,9.7,5.7,6.2,38.2,25.1,2.8,12,33317
26.6,16.5,17.0,24.8,9.4,4.0,1.6,73.2,1.1,5.6,06,95405
12.1,40.4,6.1,22.7,5.5,9.8,3.5,4.7,90.9,0.7,22,70812
22.7,31.3,9.4,19.8,9.7,4.4,2.6,96.9,0.3,0.1,50,05491
9.7,29.2,4.9,27.8,7.1,9.9,11.4,1.8,63.6,0.7,06,90047
29.2,25.1,13.7,18.4,10.2,1.8,1.5,91.2,1.2,3.2,34,07838
19.9,24.8,11.2,25.6,10.8,5.2,2.4,25.0,62.1,3.2,13,30039
17.0,25.4,18.7,18.8,4.4,12.9,2.8,34.2,42.9,14.2,42,19104
11.5,32.2,3.6,21.7,12.2,9.3,9.5,96.9,0.5,0.6,05,72556
2.1,33.6,0.6,20.7,1.7,9.8,31.5,9.9,1.8,0.1,06,93223
10.9,34.1,7.4,25.7,8.2,8.4,5.2,96.6,1.3,0.1,17,62056
16.0,34.1,4.5,22.6,9.7,7.6,5.4,58.4,10.7,11.1,19,50320
9.6,34.1,4.4,16.4,9.1,11.5,14.8,3.9,70.3,1.0,12,33168
15.8,32.0,5.9,26.4,10.2,5.4,4.3,40.3,9.8,2.5,48,78233
16.7,14.4,12.7,34.5,12.4,6.9,2.5,84.2,0.0,0.0,53,98351
26.4,21.9,8.7,26.6,10.6,3.8,2.0,72.7,10.0,1.0,48,76227
12.8,36.1,3.0,22.3,9.0,9.3,7.5,80.9,9.2,0.3,37,27569
15.5,30.9,7.6,22.9,10.2,6.7,6.2,40.0,37.3,8.7,27,55412
9.0,38.5,1.0,14.8,5.7,24.1,7.0,38.2,57.5,0.1,22,70456
33.3,5.3,41.1,12.8,5.5,0.8,1.1,82.7,0.4,8.7,49,84108
23.8,23.2,14.3,23.1,9.9,3.9,1.8,90.5,3.8,2.5,26,48154
16.2,35.9,10.1,20.6,8.6,6.3,2.3,80.0,5.6,2.5,09,06082
17.4,39.0,7.8,20.1,8.3,4.9,2.5,73.8,16.5,6.0,42,19018
14.6,31.4,5.5,28.0,7.2,9.8,3.4,86.5,2.8,1.6,48,75103
7.8,70.2,10.6,11.5,0.0,0.0,0.0,100.0,0.0,0.0,21,41659
11.0,31.9,6.0,31.4,8.2,9.6,2.1,97.4,1.1,0.0,21,42053
14.8,32.9,11.7,20.6,7.9,8.2,3.9,95.7,2.1,0.6,54,25504
13.7,36.0,4.9,23.8,11.6,6.6,3.5,89.9,2.3,0.3,55,53182
32.2,17.3,12.7,23.5,10.2,2.6,1.4,81.3,0.4,8.8,53,98296
12.2,32.2,6.0,12.4,12.1,15.5,9.5,65.4,25.7,0.5,13,31635
12.9,43.0,7.3,17.2,8.2,8.2,3.2,90.2,1.3,1.2,42,17331
16.5,35.5,5.4,22.5,11.3,6.2,2.5,96.6,0.0,0.0,23,04357
26.6,21.8,20.2,17.7,11.1,1.2,1.3,96.2,0.0,0.1,25,02739
11.8,34.0,5.9,18.5,10.0,13.4,6.4,50.5,44.1,0.8,37,27870
15.4,33.4,6.7,21.0,10.1,8.6,4.6,89.6,2.7,0.0,01,35769
35.8,5.9,46.7,7.3,3.0,0.8,0.5,82.7,0.7,10.8,25,01778
14.6,28.9,5.9,26.9,8.5,8.4,6.7,68.3,17.8,1.0,37,28081
9.2,55.9,5.4,13.6,7.8,5.1,3.0,82.8,7.8,0.3,22,71429
19.3,23.3,10.8,29.4,9.4,5.9,1.9,28.2,64.2,1.4,29,63033
21.6,20.2,12.6,29.0,9.6,3.6,3.4,57.4,29.0,3.7,13,31322
38.7,12.6,25.6,13.9,6.4,2.5,0.4,67.5,2.5,22.7,39,43016
11.6,28.2,6.9,23.5,11.3,10.2,8.3,77.9,8.3,2.9,37,28655
9.4,36.5,5.8,28.5,6.6,6.6,6.6,77.9,0.7,2.6,06,95626
42.0,8.8,23.6,17.8,6.6,0.9,0.3,66.7,16.6,7.9,37,27617
8.7,52.1,3.3,13.6,5.2,13.2,4.0,93.4,2.6,0.3,39,44288
12.6,44.8,4.4,23.8,5.3,6.6,2.5,61.8,33.0,0.2,48,75966
20.6,29.7,9.2,23.5,8.4,6.3,2.3,93.7,0.6,0.5,29,65721
10.2,39.2,8.0,16.1,11.6,9.1,5.8,66.6,9.3,1.8,36,11967
11.8,31.8,6.4,26.8,9.7,8.0,5.6,42.5,12.4,10.9,53,98499
29.8,28.8,16.0,14.0,9.5,1.4,0.5,91.2,2.0,1.6,42,16415
9.8,42.4,5.2,19.2,12.7,8.5,2.2,95.6,1.5,0.4,36,14812
14.3,31.1,9.8,22.7,7.0,12.3,2.8,95.8,3.3,0.2,24,21034
18.6,25.7,16.0,18.4,8.0,6.4,6.8,97.1,0.3,0.4,25,02790
27.2,13.0,27.6,16.4,10.4,3.6,1.9,87.5,3.1,3.7,36,14526
21.2,21.5,22.9,25.3,0.0,6.1,3.0,94.3,0.0,3.6,24,21051
14.1,44.7,4.1,22.0,9.6,3.4,2.0,98.7,0.4,0.0,17,61841
15.1,38.5,4.4,25.4,13.6,1.7,1.2,92.3,1.4,0.0,20,67738
30.5,3.4,54.1,7.9,1.8,1.1,1.2,71.4,1.1,17.6,25,02461
13.4,38.9,7.0,22.6,10.1,5.7,2.4,89.5,1.7,0.0,09,06330
12.7,38.7,8.8,19.6,14.9,4.8,0.6,97.3,0.0,0.0,36,13743
18.4,28.4,9.0,23.3,12.8,6.8,1.3,77.8,10.5,2.9,12,32780
19.3,39.5,3.9,22.5,5.8,4.9,4.2,84.1,0.4,0.1,40,73048
13.7,38.5,8.9,24.5,8.5,4.7,1.0,88.9,1.1,0.9,55,53104
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,45,29079
12.3,44.4,4.5,20.4,8.3,8.6,1.4,95.2,0.5,1.0,42,17020
21.7,28.3,14.5,18.1,9.2,4.5,3.7,71.4,9.2,3.2,09,06614
12.7,33.2,4.7,30.6,11.5,6.2,1.1,87.2,1.0,1.5,53,98223
33.7,10.2,21.7,24.1,5.0,3.6,1.7,74.6,4.9,6.2,41,97205
11.9,40.7,8.0,22.8,11.4,3.9,1.4,93.3,0.9,0.4,17,61360
2.8,32.8,1.4,17.6,4.3,12.6,28.5,99.8,0.0,0.0,49,84784
14.4,33.3,4.9,31.5,3.4,7.8,4.7,36.7,42.5,6.3,22,71461
24.2,26.3,15.5,15.2,11.2,6.6,0.9,65.1,0.5,4.9,55,54155
38.2,18.6,21.5,10.7,9.9,1.0,0.0,96.2,0.3,1.4,33,03844
6.9,42.5,5.9,28.0,7.1,6.7,2.9,93.9,1.2,0.0,56,82327
10.9,37.0,8.1,35.4,4.2,3.7,0.9,80.7,4.9,0.0,26,48191
32.0,14.1,20.8,20.1,9.5,1.7,1.8,54.4,4.0,5.3,48,78259
12.8,34.5,9.8,30.3,5.5,6.5,0.7,93.4,0.2,0.0,41,97834
27.2,19.1,26.8,13.1,2.5,7.2,4.2,75.8,12.1,5.1,24,21211
8.5,47.8,3.7,17.7,10.1,9.0,3.1,81.9,9.9,0.2,42,15902
34.8,3.2,49.1,6.7,5.1,0.8,0.4,60.6,0.2,28.1,06,94024
25.1,18.9,15.6,23.8,7.8,6.1,2.6,58.7,30.6,5.9,01,36832
19.0,27.8,11.5,23.2,13.6,3.9,1.0,93.5,0.3,2.5,36,13029
25.9,24.6,14.3,22.4,9.6,1.6,1.6,86.8,1.5,3.6,55,53129
9.9,31.7,4.1,27.7,4.4,14.4,7.7,1.9,77.8,1.1,48,75237
18.8,34.7,9.3,19.9,6.8,6.1,4.5,33.5,27.4,3.6,34,07065
13.4,27.3,6.4,25.6,10.0,9.3,7.9,11.2,47.1,3.5,48,75249
31.9,14.4,16.0,24.1,7.0,3.3,3.2,65.2,7.4,9.7,48,75075
14.2,34.3,8.5,25.1,9.2,6.6,2.1,91.2,1.6,0.3,20,66067
14.3,36.9,2.7,23.6,18.6,2.4,1.6,93.4,1.0,0.5,19,50271
22.2,24.3,9.8,23.7,11.1,6.6,2.3,51.1,34.5,4.6,45,29420
24.5,19.6,18.3,22.5,9.9,2.9,2.3,84.9,1.7,1.5,41,97370
18.6,26.5,11.2,24.9,13.3,4.1,1.4,86.5,4.8,1.1,26,48433
15.4,42.5,4.8,24.3,4.0,5.9,3.1,78.0,10.2,0.4,42,18326
44.1,9.7,22.4,17.1,4.1,1.6,1.0,77.9,4.2,3.8,08,80203
5.2,26.9,1.6,16.3,4.2,19.7,26.1,2.2,8.0,0.9,06,90262
16.3,37.3,7.3,15.0,7.0,7.7,9.4,94.1,0.3,0.9,42,17579
24.8,25.4,19.8,17.4,8.8,3.0,0.8,95.1,1.0,1.4,42,18411
12.1,28.3,4.1,26.1,8.7,12.6,8.1,82.8,13.4,0.1,28,38849
9.1,28.8,10.4,23.1,8.5,11.4,8.7,21.0,1.2,1.8,35,87301
14.1,49.3,6.1,12.6,10.4,5.1,2.5,98.0,0.2,0.5,42,15857
10.3,42.9,6.6,16.0,11.9,8.2,4.0,98.6,0.1,0.2,42,16134
26.8,20.0,12.6,24.3,8.1,6.0,2.2,71.6,9.1,2.2,40,74135
12.6,32.3,6.0,18.4,6.8,11.7,12.2,37.0,21.1,0.5,48,77423
13.8,37.0,5.4,21.9,14.6,5.1,2.2,94.9,0.5,0.0,31,68061
17.6,25.8,11.3,28.6,8.6,5.8,2.4,60.8,17.8,3.3,26,48910
10.5,42.6,3.8,21.8,11.7,6.7,2.9,94.1,2.0,0.0,39,45067
10.9,34.9,3.2,23.4,10.9,13.1,3.6,65.6,3.6,0.5,40,74601
34.7,9.4,35.0,13.4,3.2,3.1,1.3,71.2,15.0,7.3,47,37212
29.4,21.3,16.3,20.0,9.3,2.0,1.8,84.2,0.9,2.7,12,34685
14.2,36.3,3.6,29.3,11.9,3.6,1.1,96.5,0.0,0.0,31,68413
17.3,22.1,10.0,30.2,9.0,5.7,5.8,58.8,5.6,6.1,06,95688
8.4,39.3,5.0,25.1,16.2,5.1,0.9,96.2,0.3,0.3,27,56481
21.5,13.5,11.1,14.9,5.7,12.3,21.0,13.1,6.5,14.8,06,90015
25.5,19.9,14.4,26.3,9.9,1.7,2.3,66.4,3.7,11.3,53,98516
9.1,51.2,5.9,14.3,8.4,7.8,3.3,98.6,0.2,0.2,42,16424
1.9,48.9,1.7,12.0,6.3,11.9,17.4,79.9,18.5,0.0,01,36432
7.9,57.4,2.6,16.4,4.5,7.9,3.4,96.2,0.1,0.0,42,18630
18.3,31.9,8.0,24.0,10.5,3.6,3.7,92.3,0.2,0.0,20,67740
11.0,31.7,6.6,20.8,7.3,12.5,10.0,81.4,0.6,0.4,13,30540
19.3,31.2,7.7,24.0,8.6,6.5,2.7,26.4,58.0,4.6,39,45240
9.9,44.1,8.5,17.4,6.5,13.0,0.6,99.4,0.0,0.0,36,12859
11.4,41.8,6.0,20.2,4.9,6.9,8.8,95.4,1.5,0.0,21,41143
5.9,42.5,2.8,17.9,6.2,16.1,8.5,17.8,71.2,0.0,45,29918
7.8,33.3,11.3,13.7,9.1,13.3,11.5,84.6,4.8,0.6,13,31555
22.0,30.6,7.7,21.7,8.3,6.6,3.1,96.6,0.3,0.2,23,03901
13.0,46.1,4.6,16.4,11.5,5.7,2.8,97.3,0.0,0.3,17,62424
18.1,23.5,12.7,19.0,6.3,10.6,9.7,30.2,21.3,4.9,09,06854
17.6,41.6,8.0,14.8,9.4,6.7,1.8,89.8,6.0,0.3,42,16823
12.1,38.1,6.3,21.9,6.7,9.0,5.8,96.5,0.2,0.6,51,24202
9.8,38.6,7.6,19.1,11.6,8.0,5.1,86.7,5.3,0.4,36,14489
34.0,14.0,16.9,14.7,8.0,4.3,8.1,58.3,17.5,3.7,27,55408
26.4,21.9,16.8,23.1,6.6,2.7,2.6,89.8,0.0,0.5,36,11789
6.7,51.5,4.4,20.3,6.9,7.9,2.3,93.6,0.0,0.0,39,43332
27.6,22.4,22.2,14.9,8.7,2.7,1.6,80.4,2.7,10.2,09,06074
39.7,11.3,21.6,18.4,6.5,1.6,1.0,81.7,8.2,3.9,01,35242
